 95,  0 | TrAcc: 0.4567, TrLoss:  1.78728, VaAcc: 0.3624, VaLoss:  2.58812
 96,  0 | TrAcc: 0.4624, TrLoss:  1.76727, VaAcc: 0.3553, VaLoss:  2.60615
 97,  0 | TrAcc: 0.4574, TrLoss:  1.77529, VaAcc: 0.3482, VaLoss:  2.59196
 98,  0 | TrAcc: 0.4575, TrLoss:  1.77876, VaAcc: 0.3530, VaLoss:  2.60248
 99,  0 | TrAcc: 0.4632, TrLoss:  1.75590, VaAcc: 0.3519, VaLoss:  2.57790

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
