 39,  0 | TrAcc: 0.4810, TrLoss:  1.67045, VaAcc: 0.4066, VaLoss:  2.43854
 40,  0 | TrAcc: 0.4780, TrLoss:  1.68396, VaAcc: 0.3972, VaLoss:  2.44610
 41,  0 | TrAcc: 0.4897, TrLoss:  1.65209, VaAcc: 0.3918, VaLoss:  2.44971
 42,  0 | TrAcc: 0.4791, TrLoss:  1.67993, VaAcc: 0.3918, VaLoss:  2.44268
 43,  0 | TrAcc: 0.4905, TrLoss:  1.65327, VaAcc: 0.3946, VaLoss:  2.44094
 44,  0 | TrAcc: 0.4891, TrLoss:  1.65543, VaAcc: 0.3890, VaLoss:  2.44791
 45,  0 | TrAcc: 0.4847, TrLoss:  1.67190, VaAcc: 0.3982, VaLoss:  2.45165
 46,  0 | TrAcc: 0.4878, TrLoss:  1.65686, VaAcc: 0.3954, VaLoss:  2.44933
 47,  0 | TrAcc: 0.4851, TrLoss:  1.66450, VaAcc: 0.3946, VaLoss:  2.45335
 48,  0 | TrAcc: 0.4910, TrLoss:  1.64827, VaAcc: 0.3952, VaLoss:  2.44621
 49,  0 | TrAcc: 0.4915, TrLoss:  1.64081, VaAcc: 0.4010, VaLoss:  2.43816
 50,  0 | TrAcc: 0.4900, TrLoss:  1.64784, VaAcc: 0.3982, VaLoss:  2.44482
 51,  0 | TrAcc: 0.4967, TrLoss:  1.62327, VaAcc: 0.3991, VaLoss:  2.44418
 52,  0 | TrAcc: 0.4967, TrLoss:  1.62192, VaAcc: 0.3903, VaLoss:  2.43892
 53,  0 | TrAcc: 0.4981, TrLoss:  1.62106, VaAcc: 0.4058, VaLoss:  2.43129
 54,  0 | TrAcc: 0.4951, TrLoss:  1.62294, VaAcc: 0.3939, VaLoss:  2.45432
 55,  0 | TrAcc: 0.4970, TrLoss:  1.60685, VaAcc: 0.4008, VaLoss:  2.43682
 56,  0 | TrAcc: 0.5013, TrLoss:  1.61746, VaAcc: 0.3928, VaLoss:  2.45822
 57,  0 | TrAcc: 0.5010, TrLoss:  1.60239, VaAcc: 0.4000, VaLoss:  2.44528
 58,  0 | TrAcc: 0.4974, TrLoss:  1.61745, VaAcc: 0.3969, VaLoss:  2.43876
 59,  0 | TrAcc: 0.4955, TrLoss:  1.62195, VaAcc: 0.4015, VaLoss:  2.45500
 60,  0 | TrAcc: 0.5012, TrLoss:  1.61168, VaAcc: 0.4023, VaLoss:  2.43241
 61,  0 | TrAcc: 0.4945, TrLoss:  1.61265, VaAcc: 0.4043, VaLoss:  2.44535
 62,  0 | TrAcc: 0.5011, TrLoss:  1.60630, VaAcc: 0.4090, VaLoss:  2.44306
 63,  0 | TrAcc: 0.4957, TrLoss:  1.61511, VaAcc: 0.3980, VaLoss:  2.45318
 64,  0 | TrAcc: 0.5012, TrLoss:  1.60003, VaAcc: 0.4051, VaLoss:  2.44717
 65,  0 | TrAcc: 0.5013, TrLoss:  1.59739, VaAcc: 0.3890, VaLoss:  2.44462
 66,  0 | TrAcc: 0.4963, TrLoss:  1.61706, VaAcc: 0.4030, VaLoss:  2.44631
 67,  0 | TrAcc: 0.4980, TrLoss:  1.61626, VaAcc: 0.3926, VaLoss:  2.45642
 68,  0 | TrAcc: 0.5004, TrLoss:  1.59774, VaAcc: 0.4058, VaLoss:  2.44802
 69,  0 | TrAcc: 0.5046, TrLoss:  1.58391, VaAcc: 0.4017, VaLoss:  2.46363
 70,  0 | TrAcc: 0.5066, TrLoss:  1.58771, VaAcc: 0.4038, VaLoss:  2.45728
 71,  0 | TrAcc: 0.5018, TrLoss:  1.59941, VaAcc: 0.3956, VaLoss:  2.45340
 72,  0 | TrAcc: 0.5052, TrLoss:  1.58682, VaAcc: 0.3913, VaLoss:  2.46120
 73,  0 | TrAcc: 0.5043, TrLoss:  1.58720, VaAcc: 0.3944, VaLoss:  2.45515
 74,  0 | TrAcc: 0.5040, TrLoss:  1.58893, VaAcc: 0.3941, VaLoss:  2.45528
 75,  0 | TrAcc: 0.5008, TrLoss:  1.59962, VaAcc: 0.3944, VaLoss:  2.45405
 76,  0 | TrAcc: 0.5089, TrLoss:  1.58453, VaAcc: 0.3900, VaLoss:  2.46013
 77,  0 | TrAcc: 0.4943, TrLoss:  1.61670, VaAcc: 0.4038, VaLoss:  2.46477
 78,  0 | TrAcc: 0.5019, TrLoss:  1.59976, VaAcc: 0.4008, VaLoss:  2.44952
 79,  0 | TrAcc: 0.5021, TrLoss:  1.59791, VaAcc: 0.3976, VaLoss:  2.44995
 80,  0 | TrAcc: 0.4995, TrLoss:  1.59691, VaAcc: 0.3907, VaLoss:  2.46514
 81,  0 | TrAcc: 0.5096, TrLoss:  1.57722, VaAcc: 0.4008, VaLoss:  2.44980
 82,  0 | TrAcc: 0.5084, TrLoss:  1.58813, VaAcc: 0.3905, VaLoss:  2.46859
 83,  0 | TrAcc: 0.5078, TrLoss:  1.58547, VaAcc: 0.3946, VaLoss:  2.45796
 84,  0 | TrAcc: 0.5031, TrLoss:  1.58468, VaAcc: 0.3993, VaLoss:  2.46380
 85,  0 | TrAcc: 0.5085, TrLoss:  1.57481, VaAcc: 0.4034, VaLoss:  2.46656
 86,  0 | TrAcc: 0.5124, TrLoss:  1.57231, VaAcc: 0.3976, VaLoss:  2.46773
 87,  0 | TrAcc: 0.5107, TrLoss:  1.57395, VaAcc: 0.3954, VaLoss:  2.45949
 88,  0 | TrAcc: 0.5051, TrLoss:  1.58265, VaAcc: 0.3976, VaLoss:  2.47421
 89,  0 | TrAcc: 0.5156, TrLoss:  1.56105, VaAcc: 0.4056, VaLoss:  2.45358
 90,  0 | TrAcc: 0.5124, TrLoss:  1.55697, VaAcc: 0.4043, VaLoss:  2.45413
 91,  0 | TrAcc: 0.5087, TrLoss:  1.56126, VaAcc: 0.3993, VaLoss:  2.45485
 92,  0 | TrAcc: 0.5156, TrLoss:  1.54679, VaAcc: 0.4069, VaLoss:  2.44943
 93,  0 | TrAcc: 0.5095, TrLoss:  1.57073, VaAcc: 0.3989, VaLoss:  2.45794
 94,  0 | TrAcc: 0.5095, TrLoss:  1.57262, VaAcc: 0.4038, VaLoss:  2.46365
 95,  0 | TrAcc: 0.5134, TrLoss:  1.56014, VaAcc: 0.3978, VaLoss:  2.47189
 96,  0 | TrAcc: 0.5132, TrLoss:  1.55675, VaAcc: 0.3905, VaLoss:  2.46873
 97,  0 | TrAcc: 0.5123, TrLoss:  1.56118, VaAcc: 0.3900, VaLoss:  2.47273
 98,  0 | TrAcc: 0.5180, TrLoss:  1.54946, VaAcc: 0.4056, VaLoss:  2.46870
 99,  0 | TrAcc: 0.5180, TrLoss:  1.55363, VaAcc: 0.3911, VaLoss:  2.47190

=============================
CONFIG FILE

RNN CONFIG
{'batchnorm': {'modes': [], 'momentum': 0.98, 'tau': 5, 'type': 'none'},
 'learning_rate': 0.02,
 'learning_rate_tau': 10000,
